Country Name,Country Code,Year,"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)",Agriculture (% of females),Agriculture (% of males),Agri_Ratio,"Employment in industry, male (% of male employment) (modeled ILO estimate)",Services (% of females),Services (% of males),Gender,Ratio IT,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",ratio 2,"Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force) ",unemployDiff
South Africa,ZAF,2000,4.275000095,8.630999565,16.15500069,15.49800014,1.042392601,33.24200058,71.81600189,51.25999832,Female,1.401014519,32.80899811,49.05899811,13.17099953,19.33399963,-6.163000107,26.70999908,20.61899948,6.090999603
South Africa,ZAF,1999,4.473999977,8.793000221,16.41200066,15.7159996,1.044286146,32.94400024,71.65299988,51.3390007,Female,1.395683572,30.79100037,48.95100021,11.39299965,19.49099922,-8.097999573,30.66699982,21.34700012,9.319999695
South Africa,ZAF,1998,4.855000019,9.263999939,16.88800049,16.02099991,1.054116509,33.14599991,70.79699707,50.83300018,Female,1.392736939,30.89599991,49.30699921,12.0909996,20.14999962,-8.059000015,29.93300056,21.30500031,8.628000259
South Africa,ZAF,1997,4.554999828,8.975000381,17.51099968,16.29599953,1.074558185,33.15200043,70.05200195,50.55099869,Female,1.385768902,31.56399918,50.97100067,13.49800014,22.28800011,-8.789999962,27.9640007,19.15399933,8.810001373
South Africa,ZAF,1996,4.355999947,8.795999527,18.25600052,16.95000076,1.07705013,33.06900024,69.10700226,49.98099899,Female,1.382665486,32.35900116,52.3370018,15.09899998,24.05599976,-8.956999779,25.67300034,17.59199905,8.081001282
South Africa,ZAF,1995,4.690000057,9.253000259,19.77000046,17.91500092,1.103544485,33.33300018,66.90200043,48.7519989,Female,1.372292458,34.51800156,54.7120018,18.47999954,26.91699982,-8.437000275,20.18600082,14.53999996,5.646000862
South Africa,ZAF,1994,4.635000229,9.18200016,19.67900085,17.88199997,1.100492165,32.78499985,67.39099884,49.33300018,Female,1.366042985,32.68600082,53.33399963,16.96299934,25.70599937,-8.743000031,23.72800064,17.37400055,6.354000092
South Africa,ZAF,1993,5.037000179,9.649999619,18.92700005,17.2859993,1.094932362,32.69400024,68.28399658,50.01900101,Female,1.365161143,32.34899902,53.76200104,17.28800011,26.47200012,-9.184000015,23.84499931,17.37100029,6.473999023
South Africa,ZAF,1992,5.767000198,10.4659996,17.51399994,16.27799988,1.075930708,33.31299973,69.44100189,50.40800095,Female,1.377578967,32.05699921,54.15499878,17.60300064,27.21299934,-9.609998703,23.93400002,17.34300041,6.590999603
South Africa,ZAF,1991,4.340000153,9.762999535,17.44799995,16.27700043,1.071941973,33.78900146,69.10500336,49.93299866,Male,1.383954603,31.76399994,54.38999939,17.90099907,27.86000061,-9.959001541,24.12999916,17.44300079,6.686998367
